CASE_STATUS	EMPLOYER_NAME
CERTIFIED	"ALDEBARAN ROBOTICS, INC."
CERTIFIED	"ALEX AND ANI, INC."
CERTIFIED	"ALEX AND ANI, INC."
CERTIFIED	"ALEXION PHARMACEUTICALS, INC."
CERTIFIED	"ALIVE &AMP; THINKING, LLC"
CERTIFIED	"ALL ABOUT KIDS PEDIATRIC DENTISTRY, LLC"
CERTIFIED	"ALL ALASKA TOURS, INC."
CERTIFIED	"ALLEGRO MICROSYSTEMS, LLC"
CERTIFIED	"ALLIANCE PHYSICIANS, INC."
CERTIFIED	"ALLIED MINERAL PRODUCTS, INC."
CERTIFIED	"ALLSTATES LANDSCAPING, INC."
CERTIFIED	"ALLWAYS, INC."
CERTIFIED	"ALLWAYS, INC."
CERTIFIED	"ALM MEDIA, LLC"
CERTIFIED	"ALPHA TIRE, LLC"
CERTIFIED	"ALPHADETAIL, INC."
CERTIFIED	"ALPHADETAIL, INC."
CERTIFIED	"ALSBRIDGE, INC."
CERTIFIED	"ALT-OPTIONS, LLC"
CERTIFIED	"ALT-OPTIONS, LLC"
CERTIFIED	"ALTAIR PRODUCTDESIGN, INC."
CERTIFIED	"ALTMANS PRODUCTS, LLC"
CERTIFIED	"ALWAYS BELIEVE PLUS, LLC"
CERTIFIED	"AMAG PHARMACEUTICALS, INC."
CERTIFIED	"AMAZON CAPITAL SERVICES, INC."
CERTIFIED	"AMAZON FUFILLMENT SERVICES, INC."
CERTIFIED	"AMAZON WEB SERVICES, INC"
CERTIFIED	"AMAZON WEB SERVICES, INC."
CERTIFIED	"AMAZON WEB SERVICES, INC."
CERTIFIED	"AMAZON WEB SERVICES, INC."
CERTIFIED	"AMAZON WEB SERVICES, INC."
CERTIFIED	"AMAZON WEB SERVICES, INC."
CERTIFIED	"AMAZON WEB SERVICES, INC."
CERTIFIED	"AMAZON WEB SERVICES, INC."
CERTIFIED	"AMAZON WEB SERVICES, INC."
CERTIFIED	"AMAZON WEB SERVICES, INC."
CERTIFIED	"AMDOCS, INC."
CERTIFIED	"AMDOCS, INC."
CERTIFIED	"AMENITY SERVICES, INC."
CERTIFIED	"AMERIBLEND, INC."
CERTIFIED	"AMERIBLEND, INC."
CERTIFIED	"AMERICAN AIRLINES, INC."
CERTIFIED	"AMERICAN AIRLINES, INC."
CERTIFIED	"AMERICAN AIRLINES, INC."
CERTIFIED	"AMERICAN AIRLINES, INC."
CERTIFIED	"AMERICAN AIRLINES, INC."
CERTIFIED	"AMERICAN AIRLINES, INC."
CERTIFIED	"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC."
CERTIFIED	"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC."
CERTIFIED	"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC."
CERTIFIED	"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC."
CERTIFIED	"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC."
CERTIFIED	"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC."
CERTIFIED	"AMERICAN INDUSTRIAL PLASTICS, LLC"
CERTIFIED	"AMERICAN INDUSTRIAL PLASTICS, LLC"
CERTIFIED	"AMERICAN IT RESOURCE GROUP, INC."
CERTIFIED	"AMERICAN IT RESOURCE GROUP, INC."
CERTIFIED	"AMERICAN IT RESOURCE GROUP, INC."
CERTIFIED	"AMERICAN MEGATRENDS, INC."
CERTIFIED	"AMERICAN PASSPORT & VISA INTERNATIONAL, INC."
CERTIFIED	"AMERICAN PATRIOT OIL AND GAS, INC"
CERTIFIED	"AMERICAN RADIOLABELED CHEMICALS, INC."
CERTIFIED	"AMERICAN REFINING GROUP, INC."
CERTIFIED	"AMERICAN STARGLOBE GROUP, INC."
CERTIFIED	"AMERICAN VOLUME, LLC"
CERTIFIED	"AMERIFLYERS OF TEXAS, INC."
CERTIFIED	"AMERIPRISE FINANCIAL, INC."
CERTIFIED	"AMERIPRISE FINANCIAL, INC."
CERTIFIED	"AMERIPRISE FINANCIAL, INC."
CERTIFIED	"AMERIPRISE FINANCIAL, INC."
CERTIFIED	"AMERISOFTPRO SYSTEMS, LLC"
CERTIFIED	"AMES IT AND NUMERIC SOLUTIONS, LLC"
CERTIFIED	"AMI HOLDINGS, LLC"
CERTIFIED	"AMKOR TECHNOLOGY, INC."
CERTIFIED	"AMOBEE, INC."
CERTIFIED	"AMPAL, INC."
CERTIFIED	"AMPCUS, INC."
CERTIFIED	"AMPCUS, INC."
CERTIFIED	"AMPLIFI COMMERCE, LLC"
CERTIFIED	"AMSPEC, LLC"
CERTIFIED	"AMSPEC, LLC."
CERTIFIED	"ANCESTRY.COM OPERATIONS, INC."
CERTIFIED	"ANCHORFREE, INC."
CERTIFIED	"ANCILE SOLUTIONS, INC."
CERTIFIED	"ANGELO, GORDON & CO., L.P."
CERTIFIED	"ANGIE'S LIST, INC."
CERTIFIED	"ANHEUSER-BUSCH INBEV SERVICES, LLC"
CERTIFIED	"ANHEUSER-BUSCH INBEV SERVICES, LLC"
CERTIFIED	"ANHEUSER-BUSCH INBEV SERVICES, LLC"
CERTIFIED	"ANHEUSER-BUSCH INBEV SERVICES, LLC"
CERTIFIED	"ANHEUSER-BUSCH INBEV SERVICES, LLC"
CERTIFIED	"ANHEUSER-BUSCH INBEV SERVICES, LLC"
CERTIFIED	"ANHEUSER-BUSCH INBEV SERVICES, LLC"
CERTIFIED	"ANHEUSER-BUSCH INBEV SERVICES, LLC"
CERTIFIED	"ANHEUSER-BUSCH, LLC"
CERTIFIED	"ANHEUSER-BUSCH, LLC"
CERTIFIED	"ANHEUSER-BUSCH, LLC"
CERTIFIED	"ANIMAL CARE EQUIPMENT & SERVICES, LLC"
CERTIFIED	"ANM PHARMACY, INC"
CERTIFIED	"ANN TAYLOR, INC."
CERTIFIED	"ANN TAYLOR, INC."
CERTIFIED	"ANNACONE TENNIS MANAGEMENT, LLC"
CERTIFIED	"ANNET TECHNOLOGIES (USA), INC."
CERTIFIED	"ANSWERS IN GENESIS, INC."
CERTIFIED	"ANSWERS IN GENESIS, INC."
CERTIFIED	"ANSWERS IN GENESIS, INC."
CERTIFIED	"ANSYS, INC."
CERTIFIED	"ANSYS, INC."
CERTIFIED	"ANTHEM, INC."
CERTIFIED	"ANTHEM, INC."
CERTIFIED	"ANTHEM, INC."
CERTIFIED	"ANTHEM, INC."
CERTIFIED	"AOL, INC."
CERTIFIED	"AOL, INC."
CERTIFIED	"APICAL INDUSTRIES INC., DBA DART AEROSPACE"
CERTIFIED	"APICORE US, LLC"
CERTIFIED	"APOS US MANAGEMENT, INC."
CERTIFIED	"APOS US MANAGEMENT, INC."
CERTIFIED	"APOS US MANAGEMENT, INC."
CERTIFIED	"APPDYNAMICS, INC."
CERTIFIED	"APPEN BUTLER HILL, INC."
CERTIFIED	"APPEN BUTLER HILL, INC."
CERTIFIED	"APPEX NETWORKS, CORPORATION"
CERTIFIED	"APPLE VACATIONS, LLC"
CERTIFIED	"APPLIED BIOSYSTEMS, LLC"
CERTIFIED	"APPLIED MATERIALS, INC."
CERTIFIED	"APPLIFT, INC."
CERTIFIED	"APPRENDA, INC."
CERTIFIED	"APPTIO, INC."
CERTIFIED	"APROPOSE, INC."
CERTIFIED	"APTEC, LLC"
CERTIFIED	"APTUDE, INC."
CERTIFIED	"APTUDE, INC."
CERTIFIED	"AQR CAPITAL MANAGEMENT, LLC"
CERTIFIED	"ARAMCO IMPORTS, INC."
CERTIFIED	"ARCE IMMIGRATION LAW, P.A."
CERTIFIED	"ARENS CONTROLS COMPANY, LLC"
CERTIFIED	"ARGONAUT, INC."
CERTIFIED	"ARGONAUT, INC."
CERTIFIED	"ARIMO, INC."
CERTIFIED	"ARISTOCRAT TECHNOLOGIES, INC."
CERTIFIED	"ARISTOCRAT TECHNOLOGIES, INC."
CERTIFIED	"ARISTOCRAT TECHNOLOGIES, INC."
CERTIFIED	"ARISTOCRAT TECHNOLOGIES, INC."
CERTIFIED	"ARISTOTLE CAPITAL MANAGEMENT, LLC"
CERTIFIED	"ARITHMICA USA, INC."
CERTIFIED	"ARKENA, INC."
CERTIFIED	"ARKENA, INC."
CERTIFIED	"ARKITERV, INC."
CERTIFIED	"ARLA FOODS, INC."
CERTIFIED	"ARM, INC."
CERTIFIED	"ARM, INC."
CERTIFIED	"ARMAND DE BRIGNAC HOLDINGS, LLC"
CERTIFIED	"ARMOR DEFENSE, INC."
CERTIFIED	"ARNE DISTRIBUTORS, INC."
CERTIFIED	"ARNE DISTRIBUTORS, INC."
CERTIFIED	"ARORA INFOTECH, INC."
CERTIFIED	"ARRAYENT, INC."
CERTIFIED	"ARREDONDO, WIGGINTON & ASSOCIATES, INC."
CERTIFIED	"ARRIS TECHNOLOGY, INC."
CERTIFIED	"ARROW ELECTRONICS, INC."
CERTIFIED	"ARROW ELECTRONICS, INC."
CERTIFIED	"ARROWSTREAM, INC."
CERTIFIED	"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP"
CERTIFIED	"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP"
CERTIFIED	"ARUZE GAMING AMERICA, INC."
CERTIFIED	"ASAMAR, INC."
CERTIFIED	"ASANA, INC."
CERTIFIED	"ASCEND LEARNING, LLC"
CERTIFIED	"ASCENT SOLAR TECHNOLOGIES, INC."
CERTIFIED	"ASHLEY HOMESTORES, LTD."
CERTIFIED	"ASIA TV USA, LTD"
CERTIFIED	"ASIMMETRIC, INC."
CERTIFIED	"ASP, INC."
CERTIFIED	"ASPETUCK CAPITAL MANAGEMENT, LLC"
CERTIFIED	"ASSIGNAR, INC."
CERTIFIED	"ASTELLAS PHARMA U.S., INC."
CERTIFIED	"ASTELLAS PHARMA US, INC."
CERTIFIED	"ASTELLAS PHARMA US, INC."
CERTIFIED	"ASTUTE DOCTOR EDUCATION, INC."
CERTIFIED	"ASW-AMERICA, INC."
CERTIFIED	"ASYLUM MARKETING, LLC"
CERTIFIED	"ASYLUM MARKETING, LLC"
CERTIFIED	"AT&T SERVICES, INC."
CERTIFIED	"ATIEVA USA, INC."
CERTIFIED	"ATIEVA USA, INC."
CERTIFIED	"ATLANCO, LLC"
CERTIFIED	"ATLANTA FALCONS FOOTBALL CLUB, LLC"
CERTIFIED	"ATLANTA MOTORSPORTS PARK, LLC"
CERTIFIED	"ATLANTA MOTOSPORTS PARK, LLC"
CERTIFIED	"ATLANTA MOTOSPORTS PARK, LLC"
CERTIFIED	"ATLANTIC RESEARCH PARTNERS, INC."
CERTIFIED	"ATLANTIC SPINE CENTER, LLC"
CERTIFIED	"ATLANTIC SPINE CENTER, LLC"
CERTIFIED	"ATLANTIC SUNRISE, INC."
CERTIFIED	"ATLANTIC TELE-NETWORK, INC."
CERTIFIED	"ATLANTIC TELE-NETWORK, INC."
CERTIFIED	"ATLANTIC TELE-NETWORK, INC."
CERTIFIED	"ATLANTIC TELE-NETWORK, INC."
CERTIFIED	"ATLANTIC TRADING & MARKETING, INC."
CERTIFIED	"ATLANTIC TRADING & MARKETING, INC."
CERTIFIED	"ATLANTIS COMPUTING, INC."
CERTIFIED	"ATLAS, INC"
CERTIFIED	"ATLASSIAN, INC."
CERTIFIED	"ATLASSIAN, INC."
CERTIFIED	"ATOS IT SOLUTIONS AND SERVICES, INC."
CERTIFIED	"ATOS IT SOLUTIONS AND SERVICES, INC."
CERTIFIED	"ATTACK PATTERN, LLC"
CERTIFIED	"ATTACK PATTERN, LLC"
CERTIFIED	"ATTACK PATTERN, LLC"
CERTIFIED	"ATTUNITY, INC."
CERTIFIED	"ATWOOD OCEANICS MANAGEMENT, INC"
CERTIFIED	"AURORA NETWORKS, INC."
CERTIFIED	"AURUS, INC."
CERTIFIED	"AUSFILM USA, INC."
CERTIFIED	"AUSPECT SKINCARE INTERNATIONAL, LLC"
CERTIFIED	"AUST DEVELOPMENT, LLC"
CERTIFIED	"AUTH0, INC."
CERTIFIED	"AUTO CLUB SERVICES, LLC"
CERTIFIED	"AUTO CLUB SERVICES, LLC"
CERTIFIED	"AUTO PARTNERS I, LLC"
CERTIFIED	"AUTOALERT, INC."
CERTIFIED	"AUTODESK, INC."
CERTIFIED	"AUTODESK, INC."
CERTIFIED	"AUTOGRID SYSTEMS, INC."
CERTIFIED	"AUTOMATED LOGISTICS SYSTEMS, LLC"
CERTIFIED	"AUTOMATED LOGISTICS SYSTEMS, LLC"
CERTIFIED	"AUTOMOTIVE EXTERIORS, LLC"
CERTIFIED	"AUTOPILOTHQ, INC."
CERTIFIED	"AUTOTROPHIC LABS, INC."
CERTIFIED	"AV STEEL, INC."
CERTIFIED	"AVENICA, INC."
CERTIFIED	"AVGOL AMERICA, INC."
CERTIFIED	"AVGOL AMERICA, INC."
CERTIFIED	"AVIATION DYNAMIX, LLC"
CERTIFIED	"AVIATION INVENTORY RESOURCES, INC."
CERTIFIED	"AVIATOR'S AIR CLUB, LLC"
CERTIFIED	"AVITA TECHNOLOGIES, LLC"
CERTIFIED	"AVNET, INC."
CERTIFIED	"AVOLUTION, INC."
CERTIFIED	"AVON PRODUCTS, INC."
CERTIFIED	"AVON PRODUCTS, INC."
CERTIFIED	"AVON PRODUCTS, INC."
CERTIFIED	"AWAKE NETWORKS, INC"
CERTIFIED	"AXIS COMMUNITY HEALTH, INC."
CERTIFIED	"AXMENTOR, INC."
CERTIFIED	"AXXIS GEO SOLUTIONS, INC."
CERTIFIED	"B/E AEROSPACE, INC."
CERTIFIED	"B4U UPPER MARLBORO, INC."
CERTIFIED	"BACARDI U.S.A., INC."
CERTIFIED	"BACARDI U.S.A., INC."
CERTIFIED	"BACKCOUNTRY.COM, INC."
CERTIFIED	"BACKCOUNTRY.COM, LLC"
CERTIFIED	"BACKUPIFY, INC."
CERTIFIED	"BADILLO SAATCHI & SAATCHI, INC"
CERTIFIED	"BAKER BOTTS, LLP"
CERTIFIED	"BAKER BROS. ADVISORS, LLC"
CERTIFIED	"BALANCE GYM, LLC"
CERTIFIED	"BAM-X, INC."
CERTIFIED	"BANDAI NAMCO ENTERTAINMENT AMERICA, INC."
CERTIFIED	"BANYAN INVESTMENTS, LLC"
CERTIFIED	"BARCO, INC."
CERTIFIED	"BARFRESH, INC."
CERTIFIED	"BARFRESH, INC."
CERTIFIED	"BARRI FINANCIAL GROUP, LLC"
CERTIFIED	"BASK MANAGEMENT, LLC"
CERTIFIED	"BAYER BUSINESS AND TECHNOLOGY SERVICES, LLC"
CERTIFIED	"BAYER HEALTHCARE PHARMACEUTICALS, INC."
CERTIFIED	"BAYER HEALTHCARE PHARMACEUTICALS, INC."
CERTIFIED	"BAYER HEALTHCARE PHARMACEUTICALS, INC."
CERTIFIED	"BAZAARVOICE, INC."
CERTIFIED	"BAZAARVOICE, INC."
CERTIFIED	"BE CONTENT GROUP, LLC"
CERTIFIED	"BECHTEL EQUIPMENT OPERATIONS, INC."
CERTIFIED	"BECHTEL OIL, GAS & CHEMICALS, INC."
CERTIFIED	"BECKMAN COULTER, INC."
CERTIFIED	"BECTON, DICKINSON AND COMPANY"
CERTIFIED	"BECTON, DICKINSON AND COMPANY"
CERTIFIED	"BECTON, DICKINSON AND COMPANY"
CERTIFIED	"BECTON, DICKINSON AND COMPANY"
CERTIFIED	"BECTON, DICKINSON AND COMPANY"
CERTIFIED	"BECTON, DICKINSON AND COMPANY"
CERTIFIED	"BECTON, DICKINSON AND COMPANY"
CERTIFIED	"BECTON, DICKINSON AND COMPANY"
CERTIFIED	"BECTON, DICKINSON AND COMPANY"
CERTIFIED	"BECTON, DICKINSON AND COMPANY"
CERTIFIED	"BECTON, DICKINSON AND COMPANY"
CERTIFIED	"BECTON, DICKINSON AND COMPANY"
CERTIFIED	"BEDABOX, LLC"
CERTIFIED	"BEEPI, INC."
CERTIFIED	"BEICIP, INC."
CERTIFIED	"BEIERSDORF, INC."
CERTIFIED	"BELK, INC."
CERTIFIED	"BELK, INC."
CERTIFIED	"BELL ENGINE &AMP; EQUIPMENT, INC"
CERTIFIED	"BELL NURSERY USA, LLC"
CERTIFIED	"BELLINGER HOUSE USA, LLC"
CERTIFIED	"BELLINGER HOUSE USA, LLC"
CERTIFIED	"BELLINGER HOUSE USA, LLC"
CERTIFIED	"BELLY, INC"
CERTIFIED	"BELLY, INC"
CERTIFIED	"BENEFIT COSMETICS, LLC"
CERTIFIED	"BENEFITALIGN, LLC"
CERTIFIED	"BENEFITALIGN, LLC"
CERTIFIED	"BERNTSEN INTERNATIONAL, INC."
CERTIFIED	"BEST MADE TOYS, LLC"
CERTIFIED	"BEYOND PRODUCTIONS, INC."
CERTIFIED	"BEYOND PRODUCTIONS, INC."
CERTIFIED	"BFTV, LLC"
CERTIFIED	"BGE, LTD."
CERTIFIED	"BI-LO HOLDING, LLC"
CERTIFIED	"BI-LO HOLDING, LLC"
CERTIFIED	"BI-LO HOLDING, LLC"
CERTIFIED	"BI-LO HOLDING, LLC"
CERTIFIED	"BICYCLE TRANSIT SYSTEMS, INC."
CERTIFIED	"BIGCOMMERCE, INC."
CERTIFIED	"BILLBOARDPLANET, LLC"
CERTIFIED	"BILLS' CATERING, INC."
CERTIFIED	"BIMBO BAKERIES USA, INC."
CERTIFIED	"BIO-RAD LABORATORIES, INC."
CERTIFIED	"BIOGEN, INC."
CERTIFIED	"BIOGEN, INC."
CERTIFIED	"BIOGEN, INC."
CERTIFIED	"BIOGEN, INC."
CERTIFIED	"BIOGEN, INC."
CERTIFIED	"BIOGEN, INC."
CERTIFIED	"BIOGEN, INC."
CERTIFIED	"BIOM&ÉRIEUX, INC."
CERTIFIED	"BIOMARIN PHARMACEUTICAL, INC."
CERTIFIED	"BIOMARIN PHARMACEUTICAL, INC."
CERTIFIED	"BIOMET 3I, LLC"
CERTIFIED	"BIOMET 3I, LLC"
CERTIFIED	"BIOSENSE WEBSTER, INC."
CERTIFIED	"BIOTRONIK, INC."
CERTIFIED	"BIRDEYE, INC."
CERTIFIED	"BISTA SOLUTIONS, INC."
CERTIFIED	"BISTA SOLUTIONS, INC."
CERTIFIED	"BITTORRENT, INC."
CERTIFIED	"BITWISE, INC."
CERTIFIED	"BIZLINER AVIATION, LLC"
CERTIFIED	"BJ FOOD ENTERPRISES, LLC"
CERTIFIED	"BJ'S WHOLESALE CLUB, INC."
CERTIFIED	"BK LYNN MANAGEMENT, LLC"
CERTIFIED	"BK LYNN MANAGEMENT, LLC"
CERTIFIED	"BKFS I SERVICES, LLC"
CERTIFIED	"BKFS I SERVICES, LLC"
CERTIFIED	"BLACKHAWK NETWORK, INC."
CERTIFIED	"BLACKROCK CAPITAL MANAGEMENT, INC."
CERTIFIED	"BLACKROCK FINANCIAL MANAGEMENT, INC."
CERTIFIED	"BLACKROCK FINANCIAL MANAGEMENT, INC."
CERTIFIED	"BLACKROCK FINANCIAL MANAGEMENT, INC."
CERTIFIED	"BLACKROCK INVESTMENT MANAGEMENT, LLC"
CERTIFIED	"BLACKROCK PETROLEUM, INC."
CERTIFIED	"BLACKSMITH INSTITUTE, INC."
CERTIFIED	"BLACKWELL GLOBAL CONSULTING, LLC"
CERTIFIED	"BLACKWELL GLOBAL CONSULTING, LLC"
CERTIFIED	"BLACKWELL GLOBAL CONSULTING, LLC"
CERTIFIED	"BLACKWELL GLOBAL CONSULTING, LLC"
CERTIFIED	"BLOOMAKER USA, INC."
CERTIFIED	"BLOOMBERG, LP"
CERTIFIED	"BLOOMBERG, LP"
CERTIFIED	"BLOOMBERG, LP"
CERTIFIED	"BLOOMBERG, LP"
CERTIFIED	"BLOOMBERG, LP"
CERTIFIED	"BLOOMBERG, LP"
